BG_V	BG_I
0	1.344E-07
0.1	3.0454E-05
0.2	6.4172E-05
0.3	0.00010073
0.4	0.00013954
0.5	0.00017992
0.6	0.00019998
0.7	0.00020002
0.8	0.00019998
0.9	0.0002
1	0.0002
1.1	0.0002
1.2	0.00020002
1.3	0.00019998
1.4	0.00020002
1.5	0.0002
1.6	0.0002
1.7	0.00020002
1.8	0.00020002
1.9	0.00020002
2	0.0002
2.1	0.00020002
2.2	0.0002
2.3	0.00020002
2.4	0.0002
2.5	0.00020002
2.6	0.00019998
2.7	0.0002
2.8	0.00020002
2.9	0.00020002
3	0.00020002
3.1	0.00020002
3.2	0.00020002
3.3	0.00019998
3.4	0.00020002
3.5	0.0002
3.6	0.00020002
3.7	0.0002
3.8	0.0002
3.9	0.00019998
4	0.00020002
4.1	0.00020002
4.2	0.00020002
4.3	0.00020002
4.4	0.00020004
4.5	0.0002
4.6	0.0002
4.7	0.0002
4.8	0.00020002
4.9	0.00020004
5	0.0002
5.1	0.00020002
5.2	0.0002
5.3	0.00020002
5.4	0.00020002
5.5	0.0002
5.6	0.00020002
5.7	0.00019998
5.8	0.00020002
5.9	0.00019998
6	0.00020002
6.1	0.00020002
6.2	0.00020004
6.3	0.00020002
6.4	0.0002
6.5	0.0002
6.6	0.00020004
6.7	0.00019998
6.8	0.00020002
6.9	0.0002
7	0.00020002
7.1	0.00020004
7.2	0.0002
7.3	0.00020002
7.4	0.00020002
7.5	0.0002
7.6	0.00019998
7.7	0.00020002
7.8	0.0002
7.9	0.00020004
8	0.0002
8.1	0.00020004
8.2	0.0002
8.3	0.00020002
8.4	0.00019998
8.5	0.00020002
8.6	0.00020002
8.7	0.00020002
8.8	0.00020002
8.9	0.00019998
9	0.00020002
9.1	0.0002
9.2	0.00020002
9.3	0.00020002
9.4	0.00020002
9.5	0.0002
9.6	0.00020004
9.7	0.0002
9.8	0.00020002
9.9	0.00020002
10	0.00020002
10.1	0.00019998
10.2	0.00020002
10.3	0.00020002
10.4	0.0002
10.5	0.0002
10.6	0.00020002
10.7	0.0002
10.8	0.00020002
10.9	0.00020002
11	0.00020002
11.1	0.00020002
11.2	0.00020004
11.3	0.0002
11.4	0.00020004
11.5	0.00019998
11.6	0.0002
11.7	0.00020002
11.8	0.00019998
11.9	0.00020004
12	0.00020002
12.1	0.00020002
